64,0.0,2.1,0.0,0.0,0.0,0.0,0.0,24.11111111111111,0.0,0.0,0.0,0.0,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.921686746987952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.275,0.0,0.0
a,2.1,0.6774193548387096,0.0,0.0,1.5750000000000002,2.1,0.0,0.0,1.05,0.0,2.52,0.525,2.1,0.0,1.05,1.4,2.1,0.84,2.1,2.1,1.68,0.0,0.7,2.1,2.1,0.0,0.0,1.05,0.0,2.1,2.1,2.1,2.1,2.1,0.0,0.84,2.1,0.0,0.84,2.1,0.0,1.05,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.05,0.0,1.05,0.0,2.1,2.1,0.0,2.1,2.1,4.2,0.0,0.0,0.7,0.0,4.2,0.0,0.0,0.7,0.0,0.0,0.0,2.1,2.1,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,3.1500000000000004,1.05,0.0,0.8855421686746987,2.1,2.1,0.0,0.0,2.1,1.05,1.06640625,0.9545454545454546,0.0,0.8647058823529412,2.1,0.525,0.0,1.5750000000000002,2.1,0.0,1.4,2.1,0.0,0.0,4.2,0.7,0.0,0.0,2.3333333333333335,1.4,2.1,0.0,2.1,0.0,1.0677966101694916,2.8,1.05,0.0,1.05,2.1,0.63,0.0,1.4,0.0,0.0,1.6333333333333333,0.0,1.5750000000000002,0.0,1.5750000000000002,0.0,2.1,0.7,4.2,0.0,0.0,1.4,0.9545454545454546,1.4,2.1,0.84,0.0,1.05,0.0,0.0,4.2,0.0,2.1,0.0,1.1666666666666667,1.26,0.0,0.0,0.0,0.0,0.0,4.2,2.1,0.0,2.1,2.1,0.0,2.1,0.0,2.1,0.0,2.1,0.525,0.0,2.1,0.0,0.0,2.1,1.5,0.8999999999999999,0.0,0.0,1.05,0.9722222222222222,1.26,0.0,0.0,0.0,1.3125,0.0,0.0,1.4,0.0,0.0,0.0,2.1,0.7,2.1,0.0,0.0,0.0,0.42,0.0,1.5750000000000002,2.1,0.0
abstract,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.138888888888886,4.520833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6875,3.1787109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.41666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
advance,0.0,0.0,0.0,0.0,16.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.918181818181818,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2333333333333325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,1.2055555555555557,0.0,0.0,0.0,0.0,0.0,0.0,8.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
along,0.0,1.5750000000000002,0.0,16.275,0.0,0.0,0.0,0.0,0.0,0.0,6.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.275,0.0,4.06875,0.0,0.0,2.034375,5.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4795454545454545,0.0,0.9573529411764706,0.0,0.0,0.0,4.06875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6166666666666663,0.0,0.0,0.0,0.0,0.0,0.0,10.85,0.0,0.0,2.325,0.0,0.0,0.0,0.0,0.0,0.0,3.6166666666666663,0.0,4.06875,0.0,4.06875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4795454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.275,0.0,0.0,0.0,6.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.325,0.0,0.0,0.0,0.0,4.06875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.975,0.0,0.0,0.0,0.6027777777777779,0.0,0.0,0.0,0.0,0.0,0.0,2.034375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06875,0.0,0.0
also,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51,4.06875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.55,4.06875,0.0,0.0,10.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.960843373493976,0.0,0.0,0.0,0.0,0.0,0.0,1.271484375,2.959090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6166666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.55,0.0,0.0,32.55,0.0,0.0,0.0,0.0,0.0,0.0,13.02,0.0,0.0,0.0,2.034375,0.0,0.0,0.0,0.0,0.0,0.0,32.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
always,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6166666666666663,0.0,0.0,8.1375,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2333333333333325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1,32.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1,0.0,0.0,4.06875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.02,0.0,0.0,0.0,0.0
an,24.11111111111111,0.0,30.138888888888886,0.0,0.0,0.0,0.0,0.0,1.3395061728395061,0.0,0.0,0.0,24.11111111111111,0.0,12.055555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.644444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.11111111111111,0.0,24.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.027777777777778,0.0,0.0,24.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.4524765729585007,0.0,0.0,0.0,0.0,0.0,12.055555555555555,0.9418402777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4111111111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.018518518518518,0.0,0.0,0.0,0.0,0.0,12.055555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.027777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.444444444444444,24.11111111111111,26.790123456790123,0.0,0.8930041152263375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.055555555555555,12.055555555555555,0.0,0.0
and,0.0,1.05,4.520833333333333,0.0,0.0,0.0,3.6166666666666663,1.3395061728395061,0.40185185185185185,0.0,1.4466666666666668,0.9041666666666666,0.0,3.6166666666666667,0.0,1.2055555555555557,0.0,1.4466666666666668,3.6166666666666663,5.425,2.17,3.6166666666666663,2.4111111111111114,0.0,0.0,0.0,0.0,0.0,2.4111111111111114,0.0,1.35625,0.0,0.0,0.0,0.0,0.7233333333333334,1.8083333333333331,0.0,1.4466666666666668,0.0,0.0,0.0,0.0,0.0,0.0,3.6166666666666663,1.8083333333333331,0.0,0.0,3.6166666666666663,0.0,0.0,0.0,1.8083333333333331,0.0,0.0,0.0,5.166666666666667,0.0,0.0,0.0,1.2055555555555557,3.6166666666666663,2.4111111111111114,0.0,0.0,0.0,0.0,0.0,1.2055555555555557,0.0,0.0,1.8083333333333331,0.0,0.0,0.0,0.9041666666666666,0.0,0.0,0.0,0.0,3.6166666666666663,0.0,0.0,1.8083333333333331,0.0,0.8714859437751004,3.6166666666666663,0.0,0.0,0.0,0.0,3.6166666666666663,1.1302083333333333,0.6575757575757576,0.0,1.0637254901960784,0.0,0.0,3.6166666666666663,0.0,0.0,0.0,1.2055555555555557,2.4111111111111114,3.6166666666666663,0.0,0.0,1.2055555555555557,3.6166666666666663,0.0,0.8037037037037037,0.0,3.6166666666666663,0.0,0.0,2.7125,1.2259887005649717,1.2055555555555557,0.0,0.0,1.55,0.0,1.085,0.0,0.0,0.0,1.2055555555555557,0.8037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,2.4111111111111114,0.0,3.6166666666666663,0.0,1.2055555555555557,0.3287878787878788,0.0,0.0,0.7233333333333334,1.8083333333333331,0.0,3.6166666666666663,3.6166666666666663,3.6166666666666663,0.0,0.0,0.0,1.2055555555555557,0.0,0.0,3.6166666666666663,3.6166666666666663,0.0,3.6166666666666663,0.0,0.0,0.0,0.0,2.583333333333333,3.6166666666666663,0.0,3.6166666666666663,0.0,0.0,0.0,1.8083333333333331,0.0,0.0,3.6166666666666663,0.0,0.0,1.55,0.0,0.0,4.018518518518518,0.9041666666666666,1.0046296296296295,2.17,0.0,0.0,3.6166666666666663,0.4520833333333333,0.0,1.8083333333333331,1.2055555555555557,0.0,4.520833333333333,3.6166666666666663,0.0,0.0,0.0,0.0,3.6166666666666663,0.0,2.17,1.8083333333333331,0.0,0.0,0.0
announce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54296875,5.918181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2055555555555557,0.0,0.0,0.0,0.0,4.06875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
