0,0,0,0,0,0,0,0,0,0.012184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011021,0,0,0.00099473,0,0,0,0,0,0,0,0,0,0,0,0,0.00038904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004663,0,0,0,0,0,0.010138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011044,0,0,0,0.014691,0,0,0,0.010496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029012,0,0,0,0,0,0.00084445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019402,0,0,0,0,0,0.014564,0,0.0059916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029783,0,0,0,0,0
0.016167,0,0,0,0,0,0,0,0,0.04719,0.12594,0,0,0,0,0.088814,0,0,0,0,0,0,0.045699,0,0,0,0,0,0,0,0,0,0,0,0,0.058136,0,0,0,0,0,0,0,0,0,0,0.067567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089104,0,0,0,0,0,0.061932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060793,0,9.769e-05,0,0,0,0,0,0,0,0,0,0,0.017845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035685,0.050886,0,0,0,0,0,0,0,0,0,0,0,0.0059828,0.042778,0,0,0,0,0.10519,0.031576,0,0,0,0,0,0,0,0,0,0.018558,0,0,0.005061,0,0,0,0,0,0,0,0,0.0070793,0,0,0,0,0,0,0,0,0,0,0,0,0.0023681
0,0,0,0,0,0,0,0,0.0011965,0,0,0,0,0,0,0,0,0,0,0,0.0029371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1294e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0384e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0014928,0.00027832,0,0,0,0,0,0.0022457,0,0,0,0,0,0.0004083,0,0,0.0026761,0,0,0.0014644,0,1.6679e-05,0.0070938,0,0,0,0,0,0,0.0010106,0,1.9527e-05,0,0,0,0,0,0,0,0,0,0.00015112,0,0,0.0001034,0,0,0,0,0,0,0,0,0,0,0.00010195,0,0,0,0,0,0,0,0,0,0.0089047,0.030442,0,0.0026165,0,3.3089e-05,0,0.012538,0,0,0,4.2932e-05,0,0,0,0,0,0,0,0,0.00015139,0,1.1594e-05,0,0,0.0054813,0,0,0,0,0,0,0,0,0,0,2.0131e-05,0,0,0.012347,0,0,0,0.00011624,0,0,0,0.0015355,0,0,0,0,0,0.0030383,0,8.2986e-06,0,0,0,0.0054551,0,0,8.8547e-05,9.0354e-06,0,0,0.00093407,0,0.0018784,0.00065934,0,0,5.9896e-05,0,0,4.0846e-05,0,0.00121,0,0.0001838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012164,0,0,0,2.8479e-05,0.002837,0,0,0,0,0,0.0010341,0.00013655,0,0,0,0,0,0,0,0,0,0,0.0055217,0,0,0.00032025,0,0,0,0,9.5316e-05,0,0,0,0,0.0021319,0,0,0,0,0,0,0,0.00019524,0.00025259,0,0,0,0.001848,0,0.00029594,0.00051765,0,0,0,0,0,0,0,0,0,0,0.0018667,0,0.0022112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015076,0,0,0,0.0034547,0,0,0,0,0,0,0.0032216,0,0.0032314,0,0,0.0010145,0.017175,0,0.001057,0,0,0,0,0,0,0,0,3.1893e-05,0,0,0,0.0020232,0,0,0,0,0,0,0.0021037,0,0,0,0,0,0,0,0,0,0,0,0,0.00047661,0,0,0.0011264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041133,0.008656,0,0.0067055,0.0044994,0.0099561,0,0,0,0,0.0026653,0,0,0,0,0,0.0011375,0,0.0032969,0.00093163,0,0.0093025,0.0014339,0,0.0081693,0,0.0019136,0,0,0,0,7.9999e-05,0,0,0.0024742,0.1063,0.013025,0,0.0059059,0,0.0029723,0,0,0,0,0,0.0015657,0,0,0.0048419,0,0.00066957,0,0,0,0.001731,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5964e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.0016695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2563e-05,0,0,0,0.0012116,0,0,0,0,0,0,0.0012795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001472,0,0,0,0.0025346,0.0024977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031056,0,0,0,0.0028643,0,0,0.0025142,0,0,0,0,0.0025138,0,0,0,0,0,0,0,0,0.0040126,0,0,0,0,0.0018489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6191e-05,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038011,0,0,0,0,0,0.0074821,0.012647,0,0,0,0,0,0,0.0045283,0,0,0.005768,0,0,0,0.0085896,0,0,0,1.9321e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.016588,0,0,0,0,0,0,0,0.0050235,0,0,0,0,0,0,0,0,0,5.9218e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0066393,0,0.0063044,0,0,0,0,0,0,0,0,0,0.016681,0,0,0,0,0,0,0,0,0.00029113,0,0,0,0,0,0,0,0,0,0,0,0,0.0038874,0,0,0,0,0,0,0.0040957,0,0,0,0,0,0,0.0022667,0,0,0.00041839,0.0047702,0,0,0,0.0044305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046587,0,0.0074432,0,0,0,0,0.0077521,0,0,0.0049757,0,0,0,0,0,0.013221,0.02672,0,0,0.0020289,0,0,0.0020764,0,0,0,0,0,0,0,0,0,0,0,0,0.0007178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012724,0.0010252,0,0,0,0.0038259,0,0,0.0015866,0,0,0,0,0,0,0,0,0,0,0.0016484,0,0.0033473,0,0,0,0,0,0,0,0.00067239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003427,0,0.0038842,0,0.018386,0.0016213,0,0,0.0018398,0,0,0,0,0.00081165,0,0,0,0,0,0,0,0.0022049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00049126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068785,0,0,0,0.0078819,0,0.0042249,0,0.00037357,0,0.001689,0,0,0,0,0.0010766,0,0,0.0020207,0,0.0075335,0,0,0.0068725,0,0,0,0,0,0,0.00014987,0,6.1594e-05,0,0.11817,0,0,0.004846,0,0,0.0008357,0,0,0,0,0,0,0,0,0.00059381,0.0020127,0,0,0,0,0,0,0,0.00013288
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071446,0.0034047,0,0,0,0,0.0033109,0,0,0,0,0,0.00426,0,0,0.0045952,0,0,0,0,0,0,0,0,0,0,0,0,0.001946,0,0,0,0,0,0,0,0.0042574,0,0,0,0,0.0041029,0,0,0,0,0,0,0.0037368,0,0,0,0.0029095,0,0,0,0,0,0,0,0,0,0,0,0,0.0055432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021599,0
0.0011429,8.7792e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.008275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012406,0,0,1.3953e-05,0.0018002,0,0,0,0,0,0,0,0,0,0,0,3.0455e-05,0,0,0,0,0,0,0.025297,0,0,0,1.0898e-05,0,0,0,0,0,0.00099374,0,6.7384e-05,0,0.010589,0,0,0,0,3.9982e-05,0,0,0,0,0.0024212,0,0,0,0,0,0,0,0,0,2.0094e-05,0,6.0957e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6186e-06,0,0,0,0,0,0,9.731e-05,0,0,0,0,0,0,0,0,0,0.0023911,0,6.9416e-06,0,0,0,0.0043874,0,0,3.6265e-05,0.00036227,0,0,0.00029741,1.88e-05,0.000235,0,0,0,0,0,0,2.5532e-05,0,0,0,8.7388e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096861,0,0,0,1.348e-05,0,0,0,0,0.0013888,0,0,8.4956e-05,0,0,0,0.00018387,0,0,0,0,0,0,0.0046459,0,0,8.136e-05,0,0,0,7.1509e-05,3.0455e-05,0,0.00015604,0,0,0.0012329,0,0,0,0,0,0,0,0,0,0,0,0,0.0013245,0,0.00014943,0.0005488,9.1193e-05,0,0,0,0,8.5378e-05,0,0,0,0,0.0012557,0,0.0022346,0,0,0.0019256,0,0,0,0,0,0,0.00072904,0,0,0,0,0.00095025,0,0,0,5.6546e-05,0,0,0,0.0022659,0,0,0,0.00042752,0,0,0.0029041,0,0.0019943,0,0.0093225,0.00028286,0.014209,0,0.00052549,0.00014165,0,0,0,4.2105e-05,0,7.4e-05,0,0,0,0,0.0019341,0.0011637,0,0,0,0,0,0,0.001251,0,0,0,0,0,0,0,0,0,0,6.1974e-05,0,0.00019514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034284,0,0,0.0031244,0.0050725,0,0,0.0034875,0.0064602,0,0,0,0.00012393,0.0016706,0,0,0,0,0,0.00066571,0,0.0026236,0.00061499,0.0062127,0.0064191,0,0,0.0046634,0,0.0012042,0,0,0,0.0012109,4.7087e-05,0,1.4061e-05,0.001508,0.06766,0.0093594,0.00029098,0.0038582,0.010084,0.0023915,0.00044164,0,0.016218,0,0.00095026,0.0011366,0,0,0,3.5717e-05,0.0001801,6.8857e-06,0,0,0.00099963,0.010057,0,0,0
